delta,rep,method,choice,oracle_choice,accuracy,indecision,safety_violation,false_robustness
0.02,99,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,99,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,99,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,100,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,100,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,100,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,101,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,101,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,101,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,102,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,102,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,102,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,103,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,103,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,103,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,104,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,104,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,104,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,105,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,105,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,105,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,106,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,106,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,106,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,107,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,107,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,107,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,108,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,108,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,108,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,109,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,109,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,109,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,110,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,110,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,110,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,111,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,111,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,111,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,112,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,112,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,112,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,113,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,113,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,113,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,114,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,114,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,114,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,115,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,115,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,115,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,116,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,116,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,116,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,117,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,117,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,117,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,118,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,118,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,118,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,119,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,119,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,119,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,120,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,120,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,120,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,121,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,121,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,121,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,122,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,122,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,122,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,123,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,123,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,123,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,124,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,124,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,124,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,125,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,125,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,125,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,126,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,126,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,126,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,127,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,127,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,127,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,128,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,128,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,128,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,129,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,129,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,129,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,130,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,130,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,130,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,131,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,131,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,131,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,132,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,132,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,132,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,133,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,133,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,133,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,134,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,134,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,134,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,135,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,135,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,135,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,136,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,136,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,136,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,137,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,137,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,137,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,138,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,138,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,138,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,139,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,139,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,139,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,140,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,140,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,140,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,141,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,141,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,141,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,142,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,142,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,142,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,143,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,143,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,143,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,144,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,144,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,144,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,145,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,145,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,145,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,146,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,146,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,146,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,147,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,147,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,147,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,148,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,148,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,148,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,149,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,149,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,149,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,150,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,150,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,150,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,151,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,151,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,151,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,152,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,152,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,152,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,153,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,153,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,153,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,154,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,154,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,154,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,155,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,155,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,155,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,156,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,156,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,156,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,157,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,157,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,157,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,158,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,158,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,158,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,159,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,159,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,159,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,160,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,160,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,160,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,161,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,161,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,161,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,162,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,162,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,162,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,163,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,163,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,163,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,164,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,164,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,164,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,165,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,165,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,165,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,166,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,166,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,166,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,167,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,167,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,167,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,168,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,168,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,168,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,169,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,169,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,169,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,170,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,170,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,170,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,171,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,171,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,171,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,172,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,172,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,172,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,173,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,173,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,173,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,174,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,174,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,174,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,175,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,175,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,175,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,176,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,176,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,176,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,177,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,177,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,177,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,178,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,178,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,178,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,179,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,179,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,179,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,180,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,180,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,180,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,181,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,181,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,181,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,182,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,182,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,182,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,183,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,183,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,183,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,184,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,184,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,184,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,185,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,185,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,185,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,186,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,186,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,186,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,187,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,187,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,187,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,188,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,188,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,188,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,189,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,189,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,189,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,190,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,190,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,190,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,191,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,191,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,191,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,192,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,192,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,192,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,193,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,193,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,193,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,194,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,194,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,194,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,195,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,195,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,195,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,196,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,196,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,196,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,197,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,197,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,197,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,198,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,198,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,198,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,199,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.02,199,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.02,199,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,0,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,0,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,0,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,1,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,1,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,1,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,2,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,2,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,2,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,3,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,3,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,3,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,4,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,4,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,4,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,5,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,5,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,5,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,6,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,6,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,6,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,7,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,7,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,7,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,8,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,8,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,8,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,9,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,9,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,9,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,10,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.05,10,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,10,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.05,11,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
