delta,rep,method,choice,oracle_choice,accuracy,indecision,safety_violation,false_robustness
0.0,0,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,0,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,0,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,1,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,1,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,1,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,2,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,2,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,2,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,3,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,3,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,3,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,4,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,4,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,4,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,5,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,5,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,5,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,6,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,6,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,6,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,7,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,7,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,7,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,8,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,8,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,8,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,9,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,9,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,9,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,10,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,10,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,10,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,11,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,11,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,11,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,12,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,12,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,12,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,13,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,13,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,13,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,14,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,14,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,14,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,15,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,15,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,15,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,16,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,16,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,16,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,17,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,17,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,17,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,18,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,18,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,18,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,19,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,19,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,19,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,20,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,20,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,20,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,21,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,21,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,21,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,22,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,22,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,22,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,23,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,23,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,23,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,24,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,24,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,24,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,25,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,25,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,25,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,26,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,26,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,26,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,27,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,27,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,27,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,28,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,28,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,28,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,29,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,29,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,29,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,30,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,30,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,30,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,31,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,31,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,31,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,32,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,32,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,32,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,33,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,33,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,33,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,34,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,34,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,34,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,35,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,35,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,35,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,36,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,36,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,36,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,37,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,37,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,37,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,38,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,38,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,38,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,39,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,39,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,39,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,40,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,40,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,40,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,41,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,41,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,41,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,42,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,42,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,42,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,43,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,43,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,43,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,44,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,44,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,44,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,45,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,45,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,45,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,46,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,46,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,46,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,47,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,47,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,47,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,48,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,48,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,48,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,49,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,49,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,49,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,50,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,50,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,50,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,51,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,51,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,51,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,52,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,52,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,52,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,53,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,53,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,53,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,54,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,54,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,54,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,55,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,55,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,55,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,56,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,56,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,56,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,57,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,57,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,57,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,58,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,58,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,58,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,59,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,59,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,59,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,60,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,60,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,60,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,61,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,61,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,61,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,62,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,62,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,62,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,63,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,63,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,63,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,64,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,64,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,64,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,65,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,65,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,65,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,66,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,66,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,66,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,67,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,67,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,67,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,68,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,68,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,68,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,69,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,69,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,69,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,70,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,70,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,70,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,71,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,71,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,71,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,72,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,72,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,72,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,73,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,73,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,73,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,74,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,74,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,74,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,75,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,75,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,75,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,76,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,76,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,76,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,77,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,77,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,77,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,78,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,78,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,78,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,79,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,79,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,79,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,80,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,80,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,80,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,81,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,81,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,81,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,82,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,82,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,82,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,83,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,83,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,83,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,84,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,84,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,84,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,85,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,85,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,85,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,86,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,86,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,86,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,87,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,87,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,87,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,88,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,88,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,88,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,89,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,89,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,89,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,90,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,90,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,90,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,91,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,91,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,91,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,92,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,92,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,92,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,93,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,93,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,93,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,94,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,94,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,94,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,95,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,95,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,95,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,96,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,96,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,96,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,97,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,97,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,97,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,98,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,98,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,98,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,99,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,99,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,99,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,100,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,100,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,100,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,101,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,101,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,101,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,102,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,102,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,102,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,103,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,103,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,103,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,104,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,104,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,104,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,105,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,105,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,105,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,106,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,106,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,106,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,107,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,107,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,107,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,108,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,108,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,108,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,109,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,109,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,109,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,110,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,110,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,110,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,111,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
0.0,111,TV-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,111,W-DR-SMAA,Conditional scaling,Fast + safeguards,0,0,0,1
0.0,112,Nominal SMAA,Fast + safeguards,Fast + safeguards,1,0,0,0
